31,48,642,SpineBase,-1.640189,-0.1491596,2.989671
31,48,642,SpineMid,-1.660463,0.177223,2.991236
31,48,642,Neck,-1.673472,0.4961995,2.980995
31,48,642,Head,-1.636142,0.6158776,3.007805
31,48,642,ShoulderLeft,-1.732121,0.3662594,2.866765
31,48,642,ElbowLeft,-1.812984,0.1494843,2.812646
31,48,642,WristLeft,-1.828238,-0.05989274,2.745138
31,48,642,HandLeft,-1.82899,-0.1274144,2.722039
31,48,642,ShoulderRight,-1.580945,0.3038586,3.134093
31,48,642,ElbowRight,-1.546875,0.05768796,3.176784
31,48,642,WristRight,-1.476429,-0.1309136,3.16691
31,48,642,HandRight,-1.455018,-0.177961,3.148794
31,48,642,HipLeft,-1.650429,-0.1379155,2.903634
31,48,642,KneeLeft,-1.687059,-0.4211592,2.850584
31,48,642,AnkleLeft,-1.748111,-0.7669181,2.934409
31,48,642,FootLeft,-1.659967,-0.7941711,2.867661
31,48,642,HipRight,-1.592832,-0.1566603,3.006663
31,48,642,KneeRight,-1.661308,-0.4766371,3.051059
31,48,643,AnkleRight,-1.720445,-0.7623009,3.072383
31,48,643,FootRight,-1.633116,-0.7898336,3.005093
31,48,643,SpineShoulder,-1.67149,0.4174864,2.985704
31,48,643,HandTipLeft,-1.83016,-0.1888759,2.704404
31,48,643,ThumbLeft,-1.791595,-0.1182291,2.68425
31,48,643,HandTipRight,-1.442169,-0.2341108,3.141467
31,48,643,ThumbRight,-1.416796,-0.2203472,3.121334
31,48,673,SpineBase,-1.638183,-0.1485039,2.985678
31,48,673,SpineMid,-1.658155,0.1764128,2.985302
31,48,673,Neck,-1.671085,0.493392,2.972843
31,48,673,Head,-1.635009,0.6155659,3.004942
31,48,673,ShoulderLeft,-1.727947,0.3658313,2.859079
31,48,673,ElbowLeft,-1.819179,0.1268965,2.809905
31,48,673,WristLeft,-1.836435,-0.07908304,2.742607
31,48,673,HandLeft,-1.841112,-0.1350159,2.727383
31,48,673,ShoulderRight,-1.58093,0.3034047,3.134064
31,48,673,ElbowRight,-1.54675,0.07189117,3.171026
31,48,673,WristRight,-1.468846,-0.1138241,3.148046
31,48,673,HandRight,-1.450066,-0.1722868,3.143372
31,48,673,HipLeft,-1.647913,-0.1368523,2.899785
31,48,673,KneeLeft,-1.684661,-0.4173779,2.845816
31,48,673,AnkleLeft,-1.748345,-0.7671157,2.934346
31,48,673,FootLeft,-1.659422,-0.7944038,2.869203
31,48,673,HipRight,-1.591589,-0.1565377,3.003546
31,48,673,KneeRight,-1.624709,-0.4567017,3.055245
31,48,673,AnkleRight,-1.723661,-0.7777847,3.080508
31,48,674,FootRight,-1.708904,-0.8387986,3.025679
31,48,674,SpineShoulder,-1.669094,0.4152272,2.978117
31,48,674,HandTipLeft,-1.833845,-0.2014424,2.669513
31,48,674,ThumbLeft,-1.805301,-0.1308747,2.6788
31,48,674,HandTipRight,-1.436831,-0.2302978,3.131691
31,48,674,ThumbRight,-1.438136,-0.166218,3.097429
31,48,709,SpineBase,-1.635849,-0.1480792,2.982221
31,48,709,SpineMid,-1.656229,0.1765013,2.981047
31,48,709,Neck,-1.669766,0.4932841,2.968138
31,48,709,Head,-1.631938,0.6133283,3.000272
31,48,709,ShoulderLeft,-1.727479,0.3655513,2.85583
31,48,709,ElbowLeft,-1.819785,0.1259401,2.809398
31,48,709,WristLeft,-1.845026,-0.09081166,2.746099
31,48,709,HandLeft,-1.855424,-0.1438738,2.72957
31,48,709,ShoulderRight,-1.579401,0.3021672,3.132735
31,48,709,ElbowRight,-1.546437,0.07493706,3.167916
31,48,709,WristRight,-1.469671,-0.1112615,3.148345
31,48,709,HandRight,-1.4445,-0.1719498,3.13727
31,48,709,HipLeft,-1.645813,-0.13622,2.895791
31,48,709,KneeLeft,-1.682853,-0.418752,2.842212
31,48,709,AnkleLeft,-1.748495,-0.7664497,2.932757
31,48,709,FootLeft,-1.65955,-0.79373,2.867634
31,48,709,HipRight,-1.589201,-0.1563946,3.000987
31,48,709,KneeRight,-1.621849,-0.4553381,3.052409
31,48,709,AnkleRight,-1.719652,-0.7785092,3.07744
31,48,709,FootRight,-1.707552,-0.8399586,3.024547
31,48,709,SpineShoulder,-1.667611,0.4151527,2.97349
31,48,709,HandTipLeft,-1.85885,-0.2162089,2.727539
31,48,710,ThumbLeft,-1.823751,-0.138106,2.6724
31,48,710,HandTipRight,-1.433222,-0.2316736,3.121439
31,48,710,ThumbRight,-1.408443,-0.1863406,3.119667
31,48,740,SpineBase,-1.635067,-0.1474888,2.977409
31,48,740,SpineMid,-1.654376,0.1765836,2.976207
31,48,740,Neck,-1.66681,0.4929601,2.963366
31,48,740,Head,-1.629468,0.6118621,2.997533
31,48,740,ShoulderLeft,-1.726682,0.3657914,2.849828
31,48,740,ElbowLeft,-1.822281,0.1246303,2.808237
31,48,740,WristLeft,-1.861774,-0.0740817,2.756589
31,48,740,HandLeft,-1.870572,-0.1308414,2.738892
31,48,740,ShoulderRight,-1.576864,0.3003055,3.13093
31,48,740,ElbowRight,-1.544722,0.07931933,3.163026
31,48,740,WristRight,-1.470077,-0.1078232,3.146404
31,48,740,HandRight,-1.443529,-0.1709028,3.137711
31,48,740,HipLeft,-1.645561,-0.1362718,2.893153
31,48,740,KneeLeft,-1.681787,-0.4196863,2.839603
31,48,740,AnkleLeft,-1.748678,-0.7662327,2.932196
31,48,740,FootLeft,-1.659706,-0.793564,2.867175
31,48,740,HipRight,-1.587625,-0.1549374,2.993777
31,48,740,KneeRight,-1.617844,-0.4570795,3.050272
31,48,741,AnkleRight,-1.715032,-0.7818223,3.073568
31,48,741,FootRight,-1.62696,-0.8092336,3.008007
31,48,741,SpineShoulder,-1.664936,0.4149211,2.968694
31,48,741,HandTipLeft,-1.862189,-0.1814969,2.721365
31,48,741,ThumbLeft,-1.828735,-0.1363403,2.6654
31,48,741,HandTipRight,-1.425496,-0.2273448,3.134961
31,48,741,ThumbRight,-1.408798,-0.2085977,3.120714
31,48,776,SpineBase,-1.631439,-0.1474021,2.972304
31,48,776,SpineMid,-1.65319,0.176662,2.974826
31,48,776,Neck,-1.666726,0.492995,2.96338
31,48,778,Head,-1.624802,0.6104941,2.991237
31,48,778,ShoulderLeft,-1.726358,0.3657422,2.850952
31,48,778,ElbowLeft,-1.816163,0.1398508,2.798908
31,48,778,WristLeft,-1.872129,-0.07369865,2.76238
31,48,778,HandLeft,-1.881854,-0.1402532,2.740095
31,48,778,ShoulderRight,-1.576745,0.300459,3.130202
31,48,778,ElbowRight,-1.536582,0.05838425,3.154548
31,48,778,WristRight,-1.462102,-0.1288347,3.1458
31,48,778,HandRight,-1.436864,-0.1875836,3.126701
31,48,778,HipLeft,-1.642351,-0.1361682,2.887915
31,48,778,KneeLeft,-1.677299,-0.4175743,2.83321
31,48,778,AnkleLeft,-1.744928,-0.7720673,2.928067
31,48,778,FootLeft,-1.655921,-0.7991757,2.863006
31,48,778,HipRight,-1.583805,-0.155019,2.989293
31,48,778,KneeRight,-1.606716,-0.4652902,3.042085
