23,29,374,SpineBase,-1.608356,-0.1282713,3.040256
23,29,375,SpineMid,-1.61622,0.1945233,3.029629
23,29,375,Neck,-1.616968,0.5096879,3.007936
23,29,375,Head,-1.568343,0.6220929,3.033691
23,29,375,ShoulderLeft,-1.654019,0.3855232,2.89995
23,29,375,ElbowLeft,-1.682216,0.1200564,2.833079
23,29,375,WristLeft,-1.611806,-0.0943425,2.789183
23,29,375,HandLeft,-1.59641,-0.1738569,2.794323
23,29,375,ShoulderRight,-1.560111,0.3296896,3.12735
23,29,375,ElbowRight,-1.581205,0.03945579,3.195154
23,29,375,WristRight,-1.517368,-0.1875011,3.159918
23,29,375,HandRight,-1.514633,-0.2328424,3.144356
23,29,375,HipLeft,-1.61121,-0.1217235,2.956097
23,29,375,KneeLeft,-1.635138,-0.4243063,2.850908
23,29,375,AnkleLeft,-1.731131,-0.7728269,2.903147
23,29,375,FootLeft,-1.705372,-0.8380586,2.927251
23,29,375,HipRight,-1.569101,-0.1325832,3.05755
23,29,375,KneeRight,-1.567964,-0.4203068,3.051018
23,29,375,AnkleRight,-1.706866,-0.7538612,3.042845
23,29,375,FootRight,-1.703965,-0.8292673,2.975095
23,29,375,SpineShoulder,-1.618015,0.4319259,3.015388
23,29,375,HandTipLeft,-1.578827,-0.2453593,2.782566
23,29,375,ThumbLeft,-1.590831,-0.1771917,2.796091
23,29,375,HandTipRight,-1.507134,-0.288333,3.137134
23,29,375,ThumbRight,-1.510639,-0.2276972,3.090357
23,29,407,SpineBase,-1.606528,-0.1289612,3.039439
23,29,407,SpineMid,-1.612547,0.193621,3.028344
23,29,407,Neck,-1.61138,0.5087839,3.006095
23,29,407,Head,-1.565538,0.6212325,3.032592
23,29,407,ShoulderLeft,-1.65031,0.3846484,2.898031
23,29,407,ElbowLeft,-1.680266,0.1210373,2.831836
23,29,407,WristLeft,-1.611887,-0.09423667,2.789226
23,29,407,HandLeft,-1.596747,-0.1729356,2.795665
23,29,407,ShoulderRight,-1.556734,0.3292356,3.12441
23,29,407,ElbowRight,-1.577835,0.0389981,3.192208
23,29,407,WristRight,-1.516714,-0.1872793,3.15416
23,29,407,HandRight,-1.511086,-0.2298266,3.135924
23,29,407,HipLeft,-1.610539,-0.1222274,2.955274
23,29,407,KneeLeft,-1.631624,-0.4272547,2.849675
23,29,407,AnkleLeft,-1.728102,-0.7735413,2.900574
23,29,407,FootLeft,-1.705747,-0.8377973,2.926296
23,29,407,HipRight,-1.566038,-0.1332873,3.056936
23,29,407,KneeRight,-1.555835,-0.4003146,3.063951
23,29,407,AnkleRight,-1.706946,-0.7660389,3.040997
23,29,407,FootRight,-1.597252,-0.8047454,2.977221
23,29,407,SpineShoulder,-1.612892,0.4310071,3.013709
23,29,407,HandTipLeft,-1.578457,-0.2461756,2.781721
23,29,407,ThumbLeft,-1.629535,-0.1694267,2.779231
23,29,407,HandTipRight,-1.510974,-0.290168,3.146795
23,29,407,ThumbRight,-1.503275,-0.2268593,3.087334
23,29,440,SpineBase,-1.603479,-0.1299453,3.03899
23,29,440,SpineMid,-1.610291,0.193479,3.027564
23,29,440,Neck,-1.609876,0.5093232,3.00502
23,29,440,Head,-1.562699,0.6205308,3.031541
23,29,440,ShoulderLeft,-1.647556,0.3832456,2.897363
23,29,440,ElbowLeft,-1.679337,0.1218649,2.83146
23,29,440,WristLeft,-1.605186,-0.1248649,2.78545
23,29,440,HandLeft,-1.592298,-0.179706,2.794755
23,29,440,ShoulderRight,-1.55569,0.329962,3.122526
23,29,440,ElbowRight,-1.576791,0.03971711,3.190324
23,29,440,WristRight,-1.516602,-0.1875135,3.153867
23,29,440,HandRight,-1.509942,-0.2321653,3.13229
23,29,440,HipLeft,-1.608686,-0.1235447,2.955162
23,29,440,KneeLeft,-1.627659,-0.4305606,2.847443
23,29,440,AnkleLeft,-1.724817,-0.7745253,2.900422
23,29,440,FootLeft,-1.704169,-0.8388615,2.926111
23,29,440,HipRight,-1.562061,-0.1335932,3.056049
